index,text,label_text,label_code
1660," With increased recognition of #agroforestry as a means to address many pressing challenges  such as food insecurity, land degradation, & the #climate crisis  demand for agroforestry experts is foreseeable yet the supply is lacking in Southeast Asia. ",Strongly agree with climate change,2
1661,Cry wolf? Have you been outside? There actually is a pandemic in the midst of a climate crisis.,Strongly agree with climate change,2
1662,"Actually, I suggest doesn't want governments to get along AND he doesn't want action on the climate emergency. He is working hard on both of these.",Slightly agree with climate change,1
1663,What's the point. Completely useless climate policy @nytimes,Neutral to climate change,0
1664,The World Economic Forum has formed a Global Government and they're telling you that you're going to die from Global Warming? By 2030?,Slightly disagree with climate change,-1
1665,Some republican gon see this shit and weaponize it; climate change is the next step in human evolution  ,Neutral to climate change,0
1666,"Reality is, they don't want people travelling like before anyways. They don't care. Sets up for the climate emergency lockdowns ",Slightly agree with climate change,1
1667,"Climate change and technological advancement are both moving faster than any of us thought, and infinitely faster than the snail's pace of our government. Failure to address these problems in a timely and decisive manner will result in further erosion of our stability.",Strongly agree with climate change,2
1668,"We only have nine years left to turn the tides, in order to prevent a catastrophic global temperature rise. World leaders have a huge opportunity to do what it takes while they meet in Glasgow. Show world leaders you are watching them, here: ",Strongly agree with climate change,2
1669,Must read : Putin Gambles That the West Is Weak by ,irrelevant or no opinion on climate change,99
1670,"Climate Breakdown: More Than 3 Billion Lives Now Threatened By Global Warming, UN Warns ",Strongly agree with climate change,2
1671,"Government ""invites oil companies to help write rulebook on new fossil fuel drilling"", just months after Boris Johnson urged countries to stop extracting fossil fuels at Cop26. Doc is described as being predominantly for the O&G industries. Unbelievable. ",Slightly agree with climate change,1
1672,Just furiously masturbating to the idea of an extinction level event.,irrelevant or no opinion on climate change,99
1673,Bloomberg making a FORTUNE off this climate crisis scam.,Strongly disagree with climate change,-2
1674,"The media will blame the far right, white supremacists, or the Taliban, but excuse it as a result of climate change.",Neutral to climate change,0
1675,The final Horsham results are in for the How concerned are you about the climate crisis ? survey. Overall a very high level of anxiety. 1/2 ,Slightly agree with climate change,1
1676,Then I would think you'd be pro stealing them since you don't care about air quality or climate change.,Slightly agree with climate change,1
1677,RT You want to ban cars to fight climate change and save millions of people from dying in car accidents. I want to ban cars to fuck over Elon Musk. We are not the same.,Neutral to climate change,0
1678,"March 5. A #tornado struck the U.S. town of #Winterset, #Iowa, 265 km/h. At least 6 people were killed. Dozens of homes were destroyed, trees were fallen everywhere, power lines were torn. #usa #tornadoes #climate #climatechange #news #ClimateAction #GlobalCrisis #CreativeSociety ",Strongly agree with climate change,2
1679,RT Happy Birthday to one of the most important scientists of our time who has been screaming from the mountain tops about our climate emergency for a long time. We thank you and love you !,Strongly agree with climate change,2
1680,"RT Beaches in CA are now covered in oil, dead birds & fish due to massive oil spill. California stopped off shore drilling long ago but this came from federal waters. We need to get away from fossil fuels to save the planet. Let's start with off shore drilling & fracking.#OilSpill",Strongly agree with climate change,2
1681,Ida's Flooding Took Her Home. Then Officials Took Away Her Temporary Housing. This is what happens when the climate crisis and affordable housing crisis collides: ,Strongly agree with climate change,2
1682,"I do not think it is immoral to eat animals. I do think it is immoral to torture, kill for sport, poach, abuse, and overhunt animals to endangered status and to extinction.",irrelevant or no opinion on climate change,99
1683,"I mean this is def. not a good news! At the current pace that we are destroying the planet, the poorest nations will be the first to bear the brunt of an impending climate crisis. Covid may get over, but a climate crisis is not too far in the future  ",Strongly agree with climate change,2
1684,Extinction Rebellion have been a bit quiet since the start of the Ukraine/Russia war. Who funds them?,Neutral to climate change,0
1685,"RT A lot of people ask about which climate emotions are useful for moving people from despair to action, especially when there is so much anxiety and dread floating around. Anger cuts through a lot of the disempowerment. writes about this well ",Strongly agree with climate change,2
1686,"As someone who grew up in Wisconsin, I don't need your coordinates to tell me anything. There are many days in the winter where it is well into the negatives and wind chill makes it dangerously worse. Many -20 days and worse. And climate change will only make things worse.",Strongly agree with climate change,2
1687,"Let me correct that for you. Climate-Change-Denying, anti-Renewables, Lib-Shill Uhlmann, interrupts highly repected Labor Senate Leader, Penny Wong, to push the rumour-&-innuendo-fed Murdoch/Liberal Party line of tripe forward. This isn't even a half-assed attempt at truth.",Strongly agree with climate change,2
1688,"RT QUICK!!! Somebody take that angry little Greta girl to Japan so she can yell: ""SHAME ON YOU!!! YOU CAN'T DENY CLIMATE CHANGE!!! VOLCANOS DIDN'T USE TO DO THIS!!!"" ",Strongly agree with climate change,2
1689,We can't get to net zero emissions with 'false solutions' to climate change Both 'clean' hydrogen and dodgy credits also build off carbon capture and storage a colossal waste of money and failure  Net zero is a fraud if we bank on false solutions ,Slightly agree with climate change,1
1690,"From plastic pollution to run of waste from Industrial Arg to Industrial fishing to deep sea mining to global warming our oceans are being killed of life Warmer, oxygen-poor waters threaten world's most heavily exploited' fish via @Mongabay",Strongly agree with climate change,2
1691,#Feb5AntiTerrorismDay Letting Pakistan to hijack and kill our identity for its selfish interests in the name of Kashmir Solidarity Day' will only lead to extinction of Kashmiri identity. #Feb5AntiTerrorismDay,irrelevant or no opinion on climate change,99
1692,"We are in this mess because they questioned climate science, and forced us to defend it. Now they are questioning the action. We must not play their delay game again. The action is ending fossil fuels. There is no doubt. It does not need justifying. No more delay.",Strongly agree with climate change,2
1693,"Biden could cancel student debt, legalize weed, and combat climate change tomorrow. But he won't. Democrats lose because they don't help people. It's that simple. Trump and the R's found creative ways to do reprehensible things. Dems refuse to do the same to help people.",Slightly agree with climate change,1
1694,FUCK THIS STUPID FUCKING SNOWSTORM MY POWER WENT OUT WHILE WORKING ON COMMS GOING TO GO SET FIRE TO EVERY GODDAMN OIL FIELD ON THIS PLANET TO SPEED UP GLOBAL WARMING,Strongly agree with climate change,2
1695,"Wait! You have a few choices to blame stuff on if yer woker than Nancy Pelosi. Sure, climate change, but what about racism? ",Slightly disagree with climate change,-1
1696,"Interesting episode of on Miami, sunny day flooding, and potential for climate change maladaptation. Highlights equitable, effective adaptation is by no means a foregone conclusion. ",Strongly agree with climate change,2
1697,"'So, Prime Minister Why are our gas bills so high?' 'To Save You from Global Warming!' 'But if it was warmer, we wouldn't need so much gas!' 'Oh dear. I hadn't thought of that' ",Slightly disagree with climate change,-1
1698,"We don't care about your climate change fraud, universal income crap and the other lies",Strongly disagree with climate change,-2
1699,"RT The Build Back Better Act makes historic investments in childcare, home care, the CTC & paid leave; in fighting climate change; and in providing relief for millions of immigrants. It's time to vote. Vote YES' on the Build Back Better Act ",Strongly agree with climate change,2
1700,WRONG. That will only provide a big surge in emissions. #degrowth ,Strongly agree with climate change,2
1701,"Much of the #Irob minority remain occupied by #Eritrean forces since Day 1 of #500DaysOfTigrayGenocide. As a minority of ~35,000 people, z #Irob face existential threat and must be protected under the #R2P. @UN|SC @USUN @EUatUN @UNOCHA @UN_HRC ",irrelevant or no opinion on climate change,99
1702,No need for an SOTU address...we all know where he has taken us. And no need to hear about Build Back Better either and any baloney crisis on a climate emergency!,Strongly disagree with climate change,-2
1703,I may be dead before it gets really bad. But I will still do all I can to reduce global warming. We all must.,Strongly agree with climate change,2
1704,Petrol wars: GOLD: Better than nuclear wars. since GOLDEN RUBLE /1917/ HISTORY   climate change.  Stocks week ahead: The invasion of Ukraine changed everything for Wall Street - CNN ,Neutral to climate change,0
1705,Was thinking the same thing. It's kind of like govt support for fossil fuels ~ just can't help themselves. So on we go,Slightly agree with climate change,1
1706,RT Worst flooding in Scotland for years. Climate change has come to the COP26 party in person,Strongly agree with climate change,2
1707,"""MLB ends climate change and racism in new legislation""",Neutral to climate change,0
1708,"And once again, a dem that screams that water levels are rising because of ""global warming"" builds/buys next to the ocean. Hypocritical much?",Slightly disagree with climate change,-1
1709,Gerry Kinneavy - The Threatened Extinction of Ireland's Fishing Tradition ,Neutral to climate change,0
1710,"Seawall damage a sign of things to come amid #SeaLevelRise & #ClimateChange, experts warn | @globalnews ",Strongly agree with climate change,2
1711,"RT Yep,really did just say the most depressing thing about climate change is it isn't capable of being fixed anytime soon No, the most depressing thing, Prime Minister, is that you're not capable of the leadership & will to act at the speed & scale required #COP26",Strongly agree with climate change,2
1712,Venus is a bad example of a greenhouse effect. It's high surface temperature is due to its dense atmosphere. There's no greenhouse effect on Venus: ,Neutral to climate change,0
1713,"This is the kind of thing you only say if you actually want the extinction of humanity via atomic fire or if your brain has turned to mashed potatoes. https://t.co/1x9xFrzSWK But, no mean tweets!",irrelevant or no opinion on climate change,99
1714,"""The climate crisis is about our collective future."" of @JoinDayenu",Slightly agree with climate change,1
1715,Yeah right we need fake and flop tobeners mass Extinction ,irrelevant or no opinion on climate change,99
1716,"So if you care about climate change or the administrative state, you should be watching this case. Hopefully it'll just be a nothingburger. But it could be a blockbuster. /fin",Slightly agree with climate change,1
1717,Super polluters': the top 10 publishers denying the climate crisis on Facebook ,Slightly agree with climate change,1
1718,"RT In South America, the future of climate change has already arrived. w/ ",Slightly agree with climate change,1
1719,"What is damaging us is the insane Climate Change Act and it's mad cousin net zero. Your output I believe. Don't patronise me with pathetic complaints about politicians, we all know you're a bunch of charlatans.",Neutral to climate change,0
1720,Climate change is a global crisis and if we don't make efforts to fight it in every part of the world then we are leaving everyone vulnerable. (1/2) ,Strongly agree with climate change,2
1721,"So, you would condemn those species to extinction because zoos offend your sensibilities. Now that is animal cruelty.",irrelevant or no opinion on climate change,99
1722,"A desertificao no Nordeste do Brasil no The New York Times ""In August, the United Nations'latest major report on climate changesaid Brazil's northeast faces rising temperatures, a sharp decline in groundwater, and more frequent and intense droughts."" ",Strongly agree with climate change,2
1723,"RT NPR: ""Earth has 11 years to cut emissions to avoid DIRE climate scenarios, a report says"" #ClimateScam ",Strongly disagree with climate change,-2
1724,"M EWE: Dear Media, Let's Treat the Climate Emergency Like the Pandemic Emergency. ",Strongly agree with climate change,2
1725,"Ah Murdoch's found another high profile female to attack, bully, denigrate? Clearly seen as a threat to Murdoch ambitions. But too late. People are flocking to Independents because they're standing FOR action on climate change, an Anti Corruption Commission and Equity issues. ",Strongly agree with climate change,2
1726,Loading the dice': climate crisis could increase southern California wildfires ,Strongly agree with climate change,2
1727,A pariah state with a toxic government that is actively abusive in every possible way while ignoring climate change that is going to drive them out and decimate their economy. ,Strongly agree with climate change,2
1728,"Great plenary session at the Snd International Conference on #EnvironmentalPeacebuilding: An Intergenerational Dialogue on Climate Change, Peace, and Conflict in the Anthropocene 4 feb. 2022 03:00 p. m. en Zurich ",Slightly agree with climate change,1
1729,When are you gonna declare a climate emergency? Climate Scientists are protesting at the White House because we are running out of time to save humanity and you are wasting it.,Strongly agree with climate change,2
1730,RT Reason for optimism: awareness of the climate crisis is growing despite COVID-19 #ClimateChange #ClimateAction #NetZero,Slightly agree with climate change,1
1731,"midnight thought/rant: guys if you can go reduce everything that are factors of global warming and climate change let's please reduce it. let's try to go greener and let's be sustainable this year. It's scary if we let this on happening, +++",Strongly agree with climate change,2
1732,One of the greatest obstacles to climate action is misinformation. Big tech can change that. ,Strongly agree with climate change,2
1733," Habitat deterioration, habitat loss, poaching and climate change threatening their survival. Without theorizing, these are the facts #SnowLeopard is in existential danger ... #EndangeredAnimalSpecies #nature #PlanetEarth #ShowThatYouAreHuman #WeAreAllBornInNature #Animals ",Strongly agree with climate change,2
1734,"Thanks for this principled position. Of course you are right, but unfortunately I can't vote for you. History has shown that even decent Rs like you vote with the party far too often on critical issues - climate change & creating a society that values people over corps",Slightly agree with climate change,1
1735,"Intense heat snaps can be deadlier for some plants and animals than long-term warming. But they can also help species adapt to a hotter world, reports: ",Neutral to climate change,0
1736,"thanks mate. i can't wait to see the end of this in the mainstream discourse and im convinced it will be, unless we revert to caveman mode following an extinction event",Neutral to climate change,0
1737,This is how Big Oil wages war: ALEC Launches Attack on Banks That Divest From Fossil Fuels via @EXPOSEDbyCMD,Neutral to climate change,0
1738,"Many thanks to courageous people who tell the truth! Watch the conference ""The Global Crisis, Time for Truth"". Tell everyone. It's time to unite efforts. #CreativeSociety @_GlobalCrisis_ #eyewitness #Time4Truth #ClimateCrisis #ClimateChange #ClimateAction #Climate #environment ",Strongly agree with climate change,2
1739,Ah the usual tactic to blame citizens when corporations continue record high pollution without an inch of remorse typical. ,Strongly agree with climate change,2
1740,"Climate change is the ultimate threat multiplier, said chief scientist for the Nature Conservancy. Take almost anything we already know to be wrong with the world and the climate emergency is making it harder to solve. https://t.co/Dj3IytfTHN #UkraineKrieg",Strongly agree with climate change,2
1741,"Democracy is on the cusp of extinction and the hill we are gonna die on is ""you hurt my feelings."" That's like approaching a forest fire and being mad that it was started with matches and not a lighter. Focus people. Focus!!! ",irrelevant or no opinion on climate change,99
1742,"Plus, worsening climate change by continuing against nuclear will fuck over the developing world regardless.",Strongly agree with climate change,2
1743,"These wretched people are a disgrace. All connected with the Extinction Rebellion lot no doubt. Let us get on with our lives, things are hard for many don't make matters worse for everyone ",Neutral to climate change,0
1744,"If it hadn't been for environmental campaigners, the great whales would have disappeared from the world completely - a tragedy of cosmic proportions. Instead, they are rebounding. Why not start supporting an environmental organisation today. ",Strongly agree with climate change,2
1745,"Many of the populations already affected by conflict, civil conflict, pandemics, or other disasters also face increasing hazard-related risks, generally fueled by climate change. #HumanitarianDRR ",Strongly agree with climate change,2
1746,RT One in five of Europe's bird species slipping towards extinction ,Neutral to climate change,0
1747,"If climate change were the imminent disaster they claim, no one on the left would be purchasing these million $ estates on the ocean. If covid had the murderous efficacy they claim, they wouldn't be constantly apologizing for being photographed mask-less at events.",Strongly disagree with climate change,-2
1748,"The evidence is in: logging our native forests increases fire risk, threatens water supply, destroys habitat, squanders a carbon resource, and doesn't even supply timber. Yet cost us $'s & #extinction for our wildlife. Let's end native forest logging via @CosmosMagazine",Strongly agree with climate change,2
1749,#MoscowMitch says to Kentucky voters: YOU ALL -CLIMATE CHANGE IS FAKE NEWS! ,Strongly disagree with climate change,-2
1750,"The concern was with Clean Energy/Climate Change goals set by Mexico and the US being abandoned, not with Mexico achieving energy independence. If Mexico abandons those goals, it undermines global goals.",Strongly agree with climate change,2
1751,"RT .Electrification is a powerful economic pathway that can solve these challenges while also generating economic growth, reducing health impacts, & protecting Americans from deadly climate change-linked disasters."" #ElectrifyTheEconomy : ",Strongly agree with climate change,2
1752,I don't care about a candidate forgetting exact figures in the middle of a press conference BUT I do care about: Genuine action on climate change A Federal ICAC that was promised in 2019 The steam-cleaning of a MP's office the day after allegations of a rape & MORE!!!,Strongly agree with climate change,2
1753,RT Young People: can u please do something about the climate crisis? Biden: ,Strongly agree with climate change,2
1754,Fighting climate change through post harvest management. ,Slightly agree with climate change,1
1755,"Let's keep arguing about parking spaces, everybody. ",irrelevant or no opinion on climate change,99
1756,RT Scaring children about climate change is child abuse. ,Neutral to climate change,0
1757,"RT Turn a lake into farmland and then when the dikes fail, claim climate change. ",Slightly disagree with climate change,-1
1758,"It talked about the climate crisis and diesel companies that have so much to answer for. They covered up the science that fossil fuels cause severe harm to environment and humans. So I don't think that's boring, do you?",Strongly agree with climate change,2
1759,"I'm not a climate change denier, nor am I an anti-vaxxer. Your not allowed to have an opinion these days without being immediately labelled - something which conveniently ignored the topic at hand.",Neutral to climate change,0
1760,"Global Warming (BBC Favourite) causes colder weather. Wake up to the scam, people! ",Strongly disagree with climate change,-2
1761,"We don't have the luxury of offering grace. That's some shit for when we're NOT seeing the mounting impact of climate change, wealth inequality, devastating housing shortages, Covid allowed to rage. We don't have time to gently usher her out on a silken pillow. It's trebuchet hrs",Strongly agree with climate change,2
1762,"There are clear health and community benefits to reforestation, which is why we are partnering with and in a multi-year pledge to plant over 1 million trees in the UK by 2025. Learn more about AZ Forest here: https://t.co/yjLfRnvidv #Reforestation ",Neutral to climate change,0
1763,"Happy International Women's Day! Gender equity is critical in the fight against climate change. We join in those sharing, Gender equality today for a sustainable tomorrow. https://t.co/hcfkkxNhr1 #InternationalWomensDay2022 #genderequity #internationalwomensday",Slightly agree with climate change,1
1764,Twitter bans ads that contradict science on climate change ,Slightly agree with climate change,1
1765,Extinction Rebellion must go down in history as the political movement with the WORST PR/spokespersons ever.,Neutral to climate change,0
1766,Real engineers know that wind and solar aren't solutions to climate change.,Slightly agree with climate change,1
1767,"OPINION:""(We) must employ rigorous sanctions and embargoes on companies that engage in, or are suspected of being engaged in, forced labour and human rights abuses,"" writes @BlocQuebecois ",irrelevant or no opinion on climate change,99
1768,Only the sad beginning of the next human caused mass extinction event. #ClimateEmergency ,Strongly agree with climate change,2
1769,I don't know Quality free/affordable education Quality free/affordable health care Quality well paying jobs No poverty Equality Massive reduction in crime rates Climate Change crisis managed Proper disaster management systems If you used your brain you would know this too ,Slightly agree with climate change,1
1770,RT I've never chained myself to anything but doesn't have a very logical point? We are in a global climate emergency due to carbon emissions so why should banks fund projects that generate more? ,Slightly agree with climate change,1
1771,Methane has 80 times more global warming potential than carbon dioxide over a 20-year period and global emissions are at an all-time high. This is an important step by the Biden administration for the billions imperiled by the climate crisis. But more work is needed. ,Strongly agree with climate change,2
1772,"Tomorrow's WaPo headline: Russia's invasion of Ukraine cause spike in Covid, climate change",Strongly agree with climate change,2
1773,"Charge your phone using your yass energy so you can slayy global warming, girlbosses",Slightly agree with climate change,1
1774,How many homes need to burn down in a blazing fire in Colorado on New Years Eve before we treat the climate crisis like a crisis?,Strongly agree with climate change,2
1775,RT Climate change: Adapt or die' warning from Environment Agency ,Strongly agree with climate change,2
1776,"Always will, especially banking, fossil fuels, the war industry & media",Neutral to climate change,0
1777,If world leaders gave two shits about climate change they would have done #cop26 on a zoom call.,Strongly agree with climate change,2
1778,"RT If it were not for climate change, Canada, as a nation, wouldn't even exist. #EmbraceClimateChange ",Slightly disagree with climate change,-1
1779,"RT Heart swooning new release from Sir Elton John & I am heading to Paris today to see them perform this song at the Eiffel Tower for #GlobalCitizenLive, Sept 25, a global event to stop global warming + defeat poverty ",Slightly agree with climate change,1
1780,"GOP is the antithesis of American greatness! Under GOP leadership: Diminished US global standing, Deregulated Climate Change, Deepened Poverty, Inspired Increased Racism, Violated Women's Rights. Enough! #VoteThemAllOut #VoteBlue #FreshWords",Slightly agree with climate change,1
1781,Time is not a renewable resource. We need to stop wasting it and act with the urgency the Climate crisis demands. That's why I am running for Governor. #mapoli #ActOnClimate #GreenNewDeal ,Strongly agree with climate change,2
1782,Protests are fine but I don't agree with the way they execute them. Why blocking the road? In Germany we have activists who literally glue themselves to the road protesting for climate change. It's ridiculous.,Neutral to climate change,0
1783,"Good news: Worst case climate change scenarios are highly implausible, reports a new study via @reason",Slightly disagree with climate change,-1
1784,These people & their climate change BS sicken me!  ,Strongly disagree with climate change,-2
1785,In the last few years we have seen the devastating results of global warming throughout the world. It is time to wake up and listen and watch. The alternative is global devastation. WAKE UP! ACT! TAKE RESPONSINILITY FOR ALL YOUR ACTIONS1,Strongly agree with climate change,2
1786,Yes Correlation doesn't imply Causation. Do you know what does? https://t.co/4B0OhBNQJ5 Hint: You find them happening in labs Matt.,Neutral to climate change,0
1787,"Today begins; among the topics to be discussed are global challenges such as the pandemic & climate change, protection of democracy & regulation of technology. #NATO SG & DSG will attend the conference tomorrow. Follow live #MSC2022 ",Slightly agree with climate change,1
1788,"2 years ago I watched my daughter skip beneath this apocalyptic plume in a KN95 mask. My visceral anger that she and so many others are being robbed of their future is what compels me every day to fight for actual, real climate action. 2022 will be no different. #auspol #climate ",Strongly agree with climate change,2
1789,There are no borders when it comes to climate change. Burlington-Oakville-Milton-Halton Don't pave the best farmlands in Ontario. #StopSprawlHalton @greenbrock1,Slightly agree with climate change,1
1790,113 people survived extreme violence in Libya before nearly drowning on a sinking boat in the Central Mediterranean. All they need is a safe place to receive assistance after such traumatic experiences and 10 days on the #GeoBarents in bad weather. They urgently need to disembark ,irrelevant or no opinion on climate change,99
1791,Manufacturing solar panels and other means to fight climate change also emits emissions. There *may* be a case against the emissions from these manufacturing processes but what's the case for not growing capacity for renewable energy? 2/,Slightly agree with climate change,1
1792,"No, they probably won't. No party will get this right in the current climate. The discussion is broken and bad policy is rewarded with favourable media coverage. Good policy is punished. This will require media reform and a lot of hard work to address.",Neutral to climate change,0
1793,"Remote non-learning for 6 months. Forcing kids to wear a mask all day long. Telling them they are going to pass Covid to their grandparents & kill them. Telling them their skin color is a problem and they should feel guilty. And if Covid doesn't kill them, climate change will.",Strongly agree with climate change,2
1794,Which structure do we think is going to work better? A system in which someone beats Croesus by reducing climate change or one in which stout yeomen must attempt to rival Lazarus for poverty? ,Slightly agree with climate change,1
1795,Never mind the carbon footprint of war. Hypocritical under imminent climate change?!,Strongly agree with climate change,2
1796,"In 2021 ... We made new commitments to lower global emissions, fight climate change and build a more sustainable world. #YearInReview  ",Strongly agree with climate change,2
1797,"There's no climate crisis, which is why we are seeing record land temperatures, record sea temperatures, melting polar ice, more frequent flooding, more frequent heatwaves...?",Strongly agree with climate change,2
1798,WHO FINANCES THE EXTREMIST XR CAMPAIGNS? Extinction Rebellion clearly don't think they are the irritant. Nor do they think that a Russian leader openly implying that he might use nuclear weapons is a more pressing problem. ,Slightly disagree with climate change,-1
1799,"across the world genocide of indigenous is happening government keep talking about the climate crisis while thousand are attacked, mental, bodily harm, death, locked up, fined Action Speaks LOUDER than words!",Slightly agree with climate change,1
1800,"For those who work for climate change, Lame ghost, today I am taking these pictures at the risk of my life. They will die on their own, kill us and leave a dead world for the next generation. @FFFMAPA @FFF_Bangladesh Place:Gaibandha #airpollution #landpollution #waterpollution ",Strongly agree with climate change,2
1801,"No offence , but how many Vox pops do have to record to get so many gullible climate change catastrophists? The lure of the camera or LCD suburbs? #auspol.",Strongly disagree with climate change,-2
1802,Bet on it. But many Canadians are still clinging to the false narrative of a climate emergency It's going to have to get more painful before they realize it's actually an energy crisis causing a global security crisis. Imagine if we hadn't tolerated blocking pipelines  ,Slightly disagree with climate change,-1
1803,We're more terrified of GQP  GQP insurrectionist  billionaire not paying taxes  global warming,Slightly agree with climate change,1
1804,"We have a few tidal turbine projects up & running, with almost zero Govt support. Our wind turbines are made in Denmark. Drax (1 of Govts 10 ""Green"" projects) is one of our largest CO2 producers... We subsidise fossil fuels with billions & gove onl a few million to Green energy",Neutral to climate change,0
1805,"Join us this evening speaking alongside other campaigns opposed to the PCSC Bill. Parliament Square 5-7pm for the Really Annoying protest. Lineup includes DPAC, Kill The Bill, BLM, Extinction Rebellion, Global Justice Now, comedian Mark Thomas & many more Please RT #KillTheBill ",irrelevant or no opinion on climate change,99
1806,Mary Robinson says climate crisis also a health emergency ,Strongly agree with climate change,2
1807,"Have you heard of the Climate Coalition? They're a group of charities (including us) who have joined to demand action for the climate crisis. The 'Show the Love' campaign is happening today, which aims to showing decision-makers what unites us: our green hearts for the planet  ",Strongly agree with climate change,2
1808,"RT My political bias is obvious. As a scientist, I support politicians who act on the basis of evidence & act with integrity. I've supported the current Federal & Vic Govts pretty much all the way with COVID because they've. generally acted on the evidence. But, on climate change.. ",Strongly agree with climate change,2
1809,"12 elephants killed in past two weeks in South Asia. Seven in Bangladesh, five in India. Why are we WAGING WAR ON elephants? What's their crime? #liveelectricwires #deathrow #electrocution #extinction ",irrelevant or no opinion on climate change,99
1810,Faces of death exposed in this video and companies who are trying to murder you all! Share video to wake everyone up to their murderers faces & they are now boycotted worldwide so pull investments before they're bankrupted! Video explains extinction plans! ,irrelevant or no opinion on climate change,99
1811,Brilliant .So no worries about climate change and rising sea levels,Strongly agree with climate change,2
1812,"Are you trying to equate Golden Visas' with asylum seekers and refugees fleeing persecution, famine, war and climate change?? #nationalityandbordersbill is cruel & harsh, won't fix the broken asylum system and will be VERY expensive to taxpayers",Slightly agree with climate change,1
1813,Fear of the Apocalypse promoted by eco-alarmism is being recognised as a mental illness: I was enjoying a life that was ruining the world': can therapy treat climate anxiety? | Climate crisis | The Guardian ,Neutral to climate change,0
1814,Manchin is as reckless with his car as he is with his constituents. 1st he wants to harm these students futures and dismiss climate action now he wants to harm their present by driving into them. What in the actual fuck is going on? #coalmanchin ,Strongly agree with climate change,2
1815,"Let me guess, you think climate change is a conspiracy.",Strongly agree with climate change,2
1816,Someone has a very good triple scientific question: HOW DID I COME UP WITH THE JELLYFISH ANTIBIOTIC PATENT 1) I prayed 2) God answered me. 3) I did the research. INVASIVE SPECIES CLIMATE CHANGE VENOM BASED ANTIBIOTIC CANCER FIGHTING NATURAL SUBSTANCE ,Neutral to climate change,0
1817,"There is too much business as usual. Coal up 9%, still subsidizing fossile fuel. - at #ClimateAction event at #MSC2022 where the climate crisis also tops the urgency agenda. ",Strongly agree with climate change,2
1818,"Wind generation has collapsed across Australia over the past 3 days, increasing reliance on fossil fuels. This is the problem with VRE sources like solar/wind. Australia needs an always on source of clean energy. We need #nuclear. #auspol #ClimateEmergency ",Strongly agree with climate change,2
1819,"If declared a ""War on Climate Change"" he could do anything he determined necessary to win that war. Anything. But he won't. There's too much profit to be made by US corporations in trashing the planet and killing every living being on it. #DontLookUp",Strongly agree with climate change,2
1820,"COVID-19, conflict&climate change have been impacting children at unprecedented scale, putting them at risk and driving displacement, poverty and violence. Collective action and investments are needed to create stronger protection systems #ForEveryChild. ",Strongly agree with climate change,2
1821,"Why all this fear? Unscientific travel bans, the Iron Curtain across the Mediterranean & fear that African development is contrary to climate action. Instead respond to our youth, growing population & resources to see we are a great future economic engine ",Neutral to climate change,0
1822,If you don't think you can immediately cut off all Russian fossil fuels you can at least impose large tariffs on them to set the market on the problem.,irrelevant or no opinion on climate change,99
1823,Republicans have voted against: COVID relief Repairing roads & bridges Clean drinking water Clean energy Public transit upgrades Lower Rx drug prices Lower health care costs Universal Pre-K Extending Child Tax Credits Affordable child care Combatting the climate crisis,Strongly agree with climate change,2
1824,"RT Increased flooding and thawing permafrost, triggered by climate change, are turning Alaska's Dalton Highway into a dangerous obstacle course for the long-haul truckers. The state has already spent millions of dollars on the problem. ",Strongly agree with climate change,2
1825,Climate change. Such a crisis that Barack bought a house on Martha's Vineyard. Yawn!,Strongly disagree with climate change,-2
1826,An ancient form of communications developed after the extinction of trees used for smoke signals.,Neutral to climate change,0
1827,Photo is striking commentary on global climate change & us humans ,Slightly agree with climate change,1
1828,Aren't lines of idling cars bad for the climate crisis?,Strongly agree with climate change,2
1829,"RT I thought we were done with this shit. Once locally extinct - they came back, only to be persecuted to extinction once again. #SaveOurLastWolves #visitnorway #WeHateNature ",irrelevant or no opinion on climate change,99
1830,anyone else start feeling physically sick and irrationally think that everything's going to die whenever they think about the climate crisis or is that just a hot girl phenomena ,Strongly agree with climate change,2
1831,"The lack of urgency at #COP26 doesn't limit King County's ability to take bold action. We'll continue to put our region at the forefront of climate solutions to create a more resilient, sustainable, & equitable future for all. Here's our integrated approach to #climateaction:  ",Strongly agree with climate change,2
1832,Too much reliance on synthetics will probably be the downfall of mankind before climate change,Slightly agree with climate change,1
1833,"In a climate emergency, no city should have to fight, repeatedly, for a properly funded public transport system. ",Strongly agree with climate change,2
1834,"PC keep justifying Highway 413/Bratford Bypass by targeted pop growth. Southern ON needs to stabilize pop to protect its environment, already severely over exploited & fight climate/biodiversity crisis. Pop size matters, the cities have ecol footprint too. ",Strongly agree with climate change,2
1835,Extinction Rebellion activists have blocked Amazon distribution centres in the UK on Black Friday ,Neutral to climate change,0
1836,RT Protecting nature is an investment in a healthy and resilient future. We cannot solve the issue of climate change without also solving the challenge of #biodiversity loss and degraded ecosystems. #COP26 #TogetherForOurPlanet #ForNature ,Slightly agree with climate change,1
1837,"The political party that demands ""personal responsibility"" is the party that did not act on climate change because their donors are multinational coal miners. ""Climate change is crap"" they said. Time they were held personally responsible.",Strongly agree with climate change,2
1838,"Experts have repeatedly sounded the alarm on climate change, so why are we struggling to hear it? finds out. ",Strongly agree with climate change,2
1839,Whatever she does with her body isn't affecting you so why make it a problem. Go worry about covid or fucking climate change.,Slightly agree with climate change,1
